aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
5,373.84,0.01,8.48,9.48,3.01,104.81,112.94,7.16
5,330.45,0.01,4.5,8.05,0.98,104.22,113.3,2.41
4,507.35,0,19.54,29.68,4.95,61.92,69.61,12.03
5,460.62,0.01,11.82,8.85,3.07,90.06,99.85,7.09
4,480.65,0,14.57,17.17,5.6,68.08,76.08,11.02
3,407.22,0.24,18.68,2.91,2.32,39.52,46.1,7.54
3,467.3,0.95,27.42,1.35,4.11,29.52,35.76,12.92
2,353.81,0,14.74,10.46,3.67,21.05,27.17,11.27
2,347.14,0,11.82,19.13,3.61,20,24.01,10.01
3,433.92,0,16.96,18.78,4.71,40.49,45.84,11.15
4,390.53,0,10.97,16.27,3.34,52.99,59.09,7.85
4,427.25,0.01,11.82,10.73,3.87,54.45,60.92,8.87
5,473.98,0,19.19,16.45,4.65,78.19,85.55,10.77
4,403.88,0.03,10.37,6.62,2.29,72.77,79.91,5.76
3,303.75,0.04,6.51,5.9,1.1,46.02,51.33,3.64
3,407.22,0.01,19.36,7.06,3.37,31.96,37.16,12.54
3,403.88,0.67,14.74,1.29,3.93,31.92,37.5,10.26
3,423.91,0.53,13.02,1.72,3.99,38.9,45.16,9.88
5,423.91,0.01,5.65,9.21,0.63,108.5,117.38,0.89
5,367.16,0.04,7.8,6.88,1.49,79.14,86.5,3.67
4,440.6,1.13,12,0.66,2.5,63.48,72.01,7.47
4,460.62,0.02,10.37,5.99,3.64,73.53,81.34,10.77
5,527.38,0.01,10.02,9.03,4.11,118.2,128.31,10.77
5,460.62,0.23,6.77,2.91,0.89,113.63,124.89,2.44
5,390.53,0.03,5.74,9.39,0.89,93.23,105.76,2.01
4,380.52,0.08,7.88,4.07,1.34,68.77,83.65,3.32
4,390.53,0.16,8.14,2.62,1.59,67.48,79.25,4.31
5,453.95,0.94,6.68,0.7,1.07,104.29,121.05,2.44
4,310.42,0.02,5.48,6.26,0.82,59.51,77.51,2.72
5,403.88,0,3.43,27.18,1.59,132.41,148.3,1.27
3,353.81,0,9.08,18.06,3.07,40.78,50.99,7.35
3,473.98,0,16.11,11.35,5.84,45.62,56.5,13.55
4,520.71,0,18.34,18.42,7.45,56.71,66.07,14.57
4,500.68,0,15.59,21.46,7.03,57.17,66.59,13.93
4,580.79,0,23.31,20.74,7.27,59.35,69.36,16.97
4,494,0,15.42,30.4,5.3,65.23,73.29,14.31
4,527.38,0,16.62,27.18,6.2,72.36,80.67,15.71
5,647.54,0,20.91,32.9,6.85,103.64,113.76,16.72
5,440.6,0,4.58,24.68,1.34,115.29,122.89,1.41
5,397.21,0,2.72,56.51,2.03,106.92,114.47,0.22
4,307.08,0.03,5.01,16.63,1.52,73.61,82.83,5.07
5,340.46,0,5.83,11.98,1.71,79.21,91.64,4.75
4,390.53,0,8.05,27.54,4.17,57.4,67.63,8.87
4,453.95,0,13.54,15.02,3.22,65.28,77.61,8.36
5,494,0,12.34,11.62,4.95,99.65,115.13,10.13
4,440.6,0,8.48,26.82,4.59,61.26,75.65,9.63
5,393.87,0,6.77,18.6,2.03,75.12,90.41,5.07
4,447.27,0,12,22.53,4.11,68.15,90.36,9.37
4,280.38,0.02,3.64,18.42,1.45,50.82,67.99,5.57
5,440.6,0,7.03,16.09,4.29,85.67,102.4,9.37
5,547.41,0.01,7.63,8.76,3.1,111.39,124.8,6.97
4,447.27,0,7.2,12.34,2.44,69.38,79.21,5.64
4,353.81,0,4.71,13.05,1.33,52.24,59.77,3.61
5,413.89,0,4.24,16.63,1.15,75.23,83.21,3.1
3,417.23,0.01,6.77,6.53,1.91,38.33,44.26,4.62
3,323.77,0,3.64,12.52,0.83,49.62,54.82,3.2
4,417.23,0,4.76,13.59,1.55,70.36,77.11,4.69
5,734.33,0,12,16.81,5.13,96.3,103.48,11.91
5,560.76,0.01,5.27,10.01,1.37,102.19,109.91,3.01
4,534.06,0,2.96,11.27,0.48,73.96,77.01,0.61
5,694.27,0,8.83,16.45,4.29,99.01,106.54,9.12
3,460.62,0,7.8,6.79,3.04,33.16,38.46,6.97
2,473.98,0,15.59,5.41,3.67,19.75,23.91,12.54
2,347.14,0.01,2.1,4.78,0.3,19.86,20.75,0.37
1,347.14,0.01,1.65,7.6,0.37,5.66,7.5,0.56
1,357.15,0.61,2.21,0.48,0.42,9.13,12.93,0.6
2,340.46,0.44,2.38,0.69,0.47,10.97,15,0.85
3,407.22,0.03,3.43,4.07,0.57,47.04,51.66,0.78
4,547.41,0,15.94,13.95,5.07,68.19,76.02,11.4
5,387.19,0,4.24,7.06,1.59,83.41,90.37,3.83
5,420.57,0.01,2.83,9.83,0.63,86.1,90.23,0.76
4,534.06,0,10.45,8.58,4.83,61.91,68.23,9.75
4,390.53,0.07,4.5,1.99,1.12,54.28,61.43,2.25
4,473.98,0.01,9.17,5.9,2.29,63.64,75.45,3.58
3,350.48,0.1,3.43,2.3,0.75,32.06,36.61,1.49
3,560.76,0,16.79,10.73,5.07,28.96,34.83,11.27
2,360.49,0,1.44,11.62,0.47,18.54,19.41,0.41
2,337.12,0,1.36,22.35,1.12,17.15,18.01,0.51
2,330.45,0.06,2.66,3.76,0.47,24,27.99,0.54
3,370.5,0,1.61,36.48,1.09,43.14,46.26,0.25
2,297.07,0.23,3,1.31,0.87,19.25,23.73,1.93
4,494,0,11.14,16.81,5.6,57.9,70.83,11.15
3,390.53,0,9.34,19.49,3.93,48.87,60.39,8.04
4,333.79,0,5.57,22.17,2.24,59.15,70.37,6.33
5,447.27,0,5.74,31.83,3.13,103.65,117.6,7.22
5,560.76,0,8.48,32.19,4.89,115.67,132.26,9.37
5,1028.06,0,9.85,51.5,7.09,202.77,217.85,11.4
5,747.68,0,8.05,51.5,5.66,149.08,162.1,9.63
5,587.46,0,6.85,9.21,2.59,127.46,141.94,5.19
5,433.92,0,5.83,18.42,2.21,99.06,119.01,4.56
5,460.62,0,8.4,33.26,2.98,88.22,106.6,9.5
5,373.84,0.01,5.14,5.72,1.03,103.93,121.21,3.29
5,440.6,0.01,4.97,6.08,0.75,95.78,103.52,1.38
5,420.57,0.01,3.81,11.18,0.91,75.52,86.42,1.93
4,360.49,0,4.03,19.31,0.97,63.69,74.35,1.76
3,323.77,0,2.44,14.31,0.45,39.34,42.7,0.34
3,333.79,0.06,2.78,3.22,0.35,28.18,30.83,0.44
3,313.76,0.01,2.08,6.26,0.56,46.37,50.54,1.16
3,300.41,0.01,1.88,2.84,0.45,36.78,38.46,0.96
3,323.77,0.08,3.94,1.99,0.59,42.22,47.84,1.19
3,407.22,0.01,3.56,6.79,0.77,43.52,49.08,1.85
3,390.53,0.01,5.48,8.23,1.25,44.68,52.07,3.36
5,580.79,0,7.8,12.7,3.04,92.7,100.78,6.65
5,567.44,0.01,8.91,6.53,3.7,98.13,107.12,8.04
5,547.41,0,5.74,47.92,3.76,90.69,98.1,7.92
4,390.53,0.01,3.73,5.72,0.83,72.57,78.67,2.72
4,433.92,0,1.84,13.23,0.48,51.57,54.52,0.35
3,453.95,0.03,7.45,1.63,1.25,41,47.77,2.6
5,433.92,0.04,5.74,2.19,1.33,85.63,93.25,2.25
2,393.87,0.22,3.6,1.21,0.7,18.47,23.02,0.86
2,400.54,0.01,3.34,5.54,0.53,17.98,21.09,0.54
3,440.6,0.01,4.16,4.2,1.43,46.37,51.23,3.93
4,387.19,0,3.21,11.27,1.19,74.72,81.09,2.63
5,433.92,0,7.2,15.2,3.43,79.36,91.64,6.46
5,467.3,0.03,5.06,3.08,1.62,90.59,106.83,2.94
5,453.95,0,5.74,16.81,1.34,76.11,84.79,2.25
4,567.44,0,16.28,15.74,5.9,68.36,85.42,12.29
4,487.33,0,4.03,10.82,1.43,71.95,80.99,2.41
1,310.42,0.04,2.91,0.53,0.23,9.49,9.91,0.28
1,287.06,0,0.92,27.54,0.32,6.51,6.95,0.32
1,337.12,0,1.44,25.03,0.39,9.11,10.16,0.49
1,287.06,0.01,1.12,14.31,0.35,6.89,7.52,0.37
1,283.72,0.15,1.59,1.56,0.32,5.15,6.2,0.4
1,270.37,0,1.65,7.06,0.4,3.11,4.47,0.42
1,283.72,0,2.12,28.61,1.34,7.13,8.37,0.25
1,280.38,0,0.94,39.7,0.41,4.67,6.32,0.3
2,293.73,0,1.65,16.27,0.54,14.69,18.16,0.48
2,307.08,0,2.27,9.12,0.64,20.87,26.45,0.49
2,287.06,0,1.44,15.56,0.42,11.07,13.52,0.35
2,277.04,0.02,1.82,3.89,0.48,13.94,15.72,0.47
4,320.44,0.27,3.43,115.87,8.58,44.09,47.31,3.96
5,1295.09,0.11,18.17,12.88,6.02,171.07,194.68,6.02
5,801.09,0,10.97,69.38,9.06,152.6,167.2,3.58
5,727.65,0,7.88,108.72,9.66,168.41,180.84,3.9
5,720.98,0,7.45,98.71,10.01,170.39,183.45,2.25
5,627.52,0,6.51,79.39,5.84,137.37,150.24,2.15
5,607.49,0,7.45,86.55,8.23,145.67,155.68,2.5
5,440.6,0,5.4,77.25,5.78,81.47,91.86,2.22
5,567.44,0,8.14,67.95,6.44,99.74,111.02,2.69
5,1522.06,0.98,21.59,3.89,7.03,233.29,265.06,9.75
5,1815.8,0.37,24.33,7.06,8.7,241.24,274.21,7.28
5,934.6,0.01,16.62,23.25,6.91,142.49,154.01,4.69
5,1001.36,0,18.51,28.97,6.91,186.22,201.13,4.37
5,1094.82,0.07,19.19,14.66,5.42,217.78,238.12,7.16
5,934.6,0.01,15.94,28.97,5.42,165,180.57,5
5,1014.71,0.01,18.17,26.11,9.89,173.2,192.63,5.19
5,747.68,0,7.97,82.97,7.03,179.74,196.41,3.17
5,514.03,0,7.11,72.24,6.8,78.3,94.52,3.74
5,674.25,0,8.23,74.39,7.63,126.22,144.18,3.14
5,1068.12,0,12.34,42.2,9.18,185.39,198.68,3.26
5,894.55,0,8.23,73.67,5.78,175.06,188.27,2.98
5,821.11,0,11.65,45.78,6.26,146.98,163.34,4.62
5,1241.68,0.01,18.17,28.97,8.35,199.14,222.64,4.75
5,988.01,0,17.14,49.35,13.11,163.23,182.51,3.99
5,894.55,0,16.45,33.62,8.23,131.66,150.51,5.45
5,881.2,0,14.74,49.35,6.97,145.07,162.33,4.88
5,1148.22,0,17.14,38.62,8.58,191.1,214.09,5.32
5,1201.63,0,14.22,47.21,6.62,277.49,298.26,5
5,1174.93,0,12.17,45.42,6.97,271.68,292.47,4.75
5,1094.82,0,17.31,32.9,8.46,192.5,216.32,5.83
5,634.19,0,7.28,87.98,8.35,147.39,162.97,3.42
5,587.46,0,5.31,110.15,10.37,139.27,156.42,3.45
5,680.92,0,5.66,118.73,11.44,187.62,206.56,3.04
5,707.63,0,6.94,100.14,7.51,141.8,158.49,4.24
5,594.14,0,6.51,82.97,6.26,129.2,142.82,4.88
5,594.14,0,6.08,88.69,5.9,123.1,141.79,4.02
5,534.06,0,6,81.54,6.2,88.14,103.28,4.62
5,453.95,0,4.8,66.52,4.83,54.27,65.16,3.99
5,1735.69,11.62,24.33,0.04,12.52,160.24,189.93,14.82
5,841.14,0.05,16.11,16.45,8.35,87.5,104.6,5.26
5,527.38,0,7.71,49.35,5.42,72.28,82.71,3.14
5,540.73,0,11.48,29.33,6.08,61.49,74.25,3.71
5,801.09,0.01,15.08,27.18,7.63,141.72,163.15,5.51
5,1321.79,0.24,22.96,9.21,9.66,170.66,195.36,8.36
5,720.98,0.01,16.79,24.68,10.49,76.5,93.12,4.94
5,807.76,0,13.37,41.13,7.87,148.44,167.9,5.38
5,687.6,0,9.94,56.51,7.75,166.49,182.11,2.63
5,660.9,0,11.48,41.13,6.26,110.51,125.21,3.26
5,500.68,0,8.14,53.64,5.36,64.13,73.48,2.95
5,600.82,0,10.2,47.92,6.56,83.89,95.54,4.37
5,821.11,0.02,18.17,23.96,10.01,92.98,107.09,5.64
5,794.41,0,14.91,43.63,7.63,101.97,118.78,4.37
5,694.28,0,13.88,40.05,6.86,89.47,102.29,4.69
5,627.52,0,14.57,29.68,7.57,64.69,76,5.89
4,547.41,0.02,10.28,22.53,6.56,33.06,40.92,3.64
4,473.98,0,8.14,31.47,4.83,36.46,42.06,3.26
4,560.76,0.01,11.31,26.82,5.19,43.96,52.01,4.5
5,540.73,0,9.77,55.08,6.32,66.28,74.43,3.48
4,507.36,0,9.25,50.78,6.5,42.24,49.57,4.05
5,761.03,0.17,14.57,15.02,6.91,92.48,106,5.95
5,547.41,0,11.65,67.95,16.93,64.5,74.37,2.22
5,827.79,0,10.54,63.66,7.45,179.53,197.59,3.67
5,754.36,0,10.45,63.66,6.74,160.83,174.43,4.56
5,687.6,0,5.91,97.28,8.35,176.92,187.62,2.98
5,654.22,0,6.68,85.83,7.87,121.46,129.55,3.48
5,741.01,0,10.63,88.69,12.04,158.11,177.66,4.18
5,607.49,0,11.65,65.8,10.49,87.21,107.4,4.69
5,781.06,0,16.45,53.64,11.56,114.49,136.82,7.47
5,667.57,0,11.31,77.25,10.97,116.55,134.77,5.95
5,647.54,0,9.68,70.81,7.99,118.19,134.83,4.24
5,640.87,0,12.34,36.12,6.74,68.79,83.64,6.02
5,921.25,0,14.22,67.23,12.28,152.28,176.58,6.21
5,634.19,0,8.48,90.84,9.54,95.64,109.14,5.45
5,647.54,0,11.82,70.1,7.99,76.83,90.68,5.7
5,580.79,0,9.6,77.25,7.09,79.01,91.92,5.26
4,494,0,9.94,58.65,7.63,45.67,56.26,5.51
4,534.06,0,10.97,35.41,5.36,36.52,46.88,6.33
4,487.33,0,10.71,37.55,6.02,25.73,33.31,6.52
2,520.71,0.01,12,22.71,7.33,18.16,25.59,5.64
5,467.3,0,9.17,55.79,7.15,60.67,70.95,3.07
5,614.17,0,8.65,87.98,7.39,150.83,165.33,2.53
5,547.41,0,8.31,86.55,8.58,142.98,159.43,2.85
5,587.46,0,7.97,90.12,9.18,111.21,123.68,9.25
4,427.25,0,4.24,82.97,4.47,40.81,43.4,3.39
5,714.3,0,11.65,48.64,8.11,88.6,101.33,5.64
5,774.38,0,12.85,36.48,7.21,79.45,93.24,5.26
4,727.65,0,13.71,28.25,8.58,46.65,57.96,8.99
5,614.17,0,10.97,40.77,7.87,57.29,67.35,5.38
5,667.57,0,12.68,39.34,7.27,79.75,90.75,4.37
5,974.66,0,18.85,62.23,10.13,149.95,167.82,8.99
5,634.19,0,9.6,87.26,6.91,107.62,120.4,4.24
4,427.25,0,6.94,52.93,5.6,46.87,56,2.95
4,560.76,0,12.17,29.33,7.15,42.13,52.35,5.51
5,494,0,9,75.82,7.75,63.11,71.87,4.88
4,413.9,0,8.31,42.92,6.68,48.31,56.71,3.33
4,400.54,0,8.4,45.78,6.62,43.52,52.33,3.77
4,453.95,0,9.68,50.78,6.68,49.57,57.05,7.79
4,427.25,0,7.97,40.05,5.13,48.19,56.46,3.29
3,363.83,0.03,7.37,16.27,5.07,20.58,25.93,2.98
2,340.46,0.1,6.94,11.27,6.02,17.35,23.14,3.2
1,343.8,0.16,8.4,8.67,6.2,9.63,13.83,3.04
2,333.79,0.01,7.03,22.71,5.42,11.71,15.67,2.72
2,400.54,0.03,10.11,16.99,7.09,13.48,20.57,3.77
3,507.36,0.06,11.65,13.23,6.32,23.1,30.5,3.93
3,520.71,0.25,12.68,8.49,5.13,20.88,27.96,5.51
2,433.92,0.02,9.08,19.49,5.36,18.51,24.15,4.5
2,370.5,0.01,7.28,26.46,6.32,14.4,19.38,3.58
2,393.87,0,7.88,30.76,6.97,16.66,21.78,4.18
3,417.23,0,7.8,33.26,6.56,21.56,27.51,3.77
4,473.98,0,8.74,43.99,7.15,43.57,55.56,3.33
5,494,0,8.48,59.37,6.56,75.1,87.76,3.29
5,580.79,0,10.88,34.69,6.08,69.99,80.32,6.52
4,413.9,0,7.2,43.99,5.78,46.94,58.2,6.4
5,494,0,9.85,37.19,7.21,67.45,86.4,4.31
5,580.79,0,10.97,41.84,7.15,104.79,127.76,6.78
5,514.03,0,9.68,43.99,8.11,103.07,119.77,7.03
5,514.03,0,9.6,42.2,7.63,99.77,114.99,7.6
5,507.36,0,8.91,43.99,7.57,113.59,133.41,4.62
5,420.57,0,5.4,53.64,4.77,91.49,100.59,3.17
5,460.63,0,5.57,50.78,5.01,64.86,74.67,2.6
5,514.03,0,6.17,98.71,6.97,62.89,71.81,1.96
5,700.95,0,8.05,111.58,9.3,79.05,91.81,6.52
5,787.74,0,11.31,104.43,10.73,106.57,130.93,7.79
5,574.11,0,7.88,120.16,10.37,80.24,105.22,6.08
5,720.98,0,10.63,82.25,10.61,89.41,114.3,8.36
4,317.1,0,7.71,45.06,11.56,33.69,56.1,2.38
4,433.92,0,7.03,63.66,7.27,38.18,58.76,8.74
4,500.68,0,11.14,29.33,10.85,43.57,65.98,4.31
3,400.54,0,6.77,45.78,6.5,22.63,36.05,3.74
3,387.19,0,6,58.65,5.84,20.41,37.71,2.82
2,377.18,0,5.66,53.64,5.54,17.11,27.6,3.45
2,467.3,0,5.23,28.25,6.44,16.32,23.32,4.88
1,367.17,0.01,5.36,20.56,6.14,8.62,11.99,3.07
1,327.11,0.01,4.93,21.64,4.47,4.47,7.32,3.07
1,383.85,0.03,7.63,16.45,7.57,7.49,11.11,4.31
1,370.5,0.02,7.28,18.77,6.5,5.94,9.3,4.24
2,507.36,0.03,11.14,13.77,12.99,11.47,15.87,6.9
2,500.68,0.03,14.74,14.48,10.97,10.52,14.64,6.52
3,417.23,0,5.83,70.81,6.32,24.94,29.37,3.48
2,383.85,0,5.83,42.92,5.19,17.57,21.66,4.31
2,363.83,0,6.6,31.83,6.08,10.99,15.86,4.18
2,350.48,0,5.83,48.64,6.44,15.46,26.82,2.98
2,387.19,0,6.26,57.94,7.75,14.89,27.33,2.91
1,343.8,0,5.18,47.92,5.31,9.14,16.92,3.07
2,440.6,0,9.25,48.64,8.11,14.49,22.7,4.75
2,460.63,0,9.08,49.35,7.99,17.12,25.49,3.77
2,337.12,0,5.74,46.49,4.83,11.43,16.16,2.66
2,377.18,0,5.83,44.35,5.07,12.01,18.06,2.91
2,410.56,0,7.63,41.49,7.75,19.27,28.78,5.38
3,403.88,0,8.23,40.41,7.39,22.69,34.27,5.7
4,433.92,0,9.6,41.49,8.23,27.57,42.71,7.03
2,363.83,0,8.05,31.83,7.87,13.75,25.01,6.02
2,353.81,0,8.14,27.9,10.61,15.02,22.15,4.94
1,263.69,0.01,5.27,23.6,6.02,6.34,9.76,3.26
1,247,0.02,4.24,19.85,3.93,3.27,6.27,2.85
1,263.69,0.02,4.71,18.95,4.65,3.27,6.53,3.33
1,247,0.02,3.51,19.31,3.67,2.99,5.69,2.91
1,250.34,0.07,3.81,12.34,4.71,2.84,5.39,2.91
1,297.07,0.15,6.17,8.32,8.58,7.25,10.88,2.69
1,427.25,0.07,5.23,12.16,6.14,6.73,9.77,3.33
1,357.15,0.03,3.13,14.31,3.16,4.32,6.16,2.63
1,323.77,0.02,3.47,19.13,3.87,9.17,11.62,3.07
1,420.57,0.02,4.54,19.49,4.23,9.03,12.02,2.85
2,380.52,0,5.27,65.8,5.78,16.91,23.06,2.95
4,407.22,0,4.71,110.15,5.25,35.56,42.88,1.52
3,350.48,0,4.76,77.96,4.89,21.9,31.45,1.5
1,343.8,0,5.91,41.13,7.33,9.17,15.96,2.25
1,260.35,0,4.8,45.06,6.44,8.43,17.77,1.69
1,313.76,0.04,4.97,14.31,4.77,8.17,14.58,2.76
2,307.08,0,6.6,27.9,8.11,10.01,15.27,2.06
2,297.07,0,4.67,55.08,4.65,11.93,18.91,1.92
3,313.76,0,5.91,64.37,6.26,22.49,28.73,1.71
4,367.17,0,5.66,85.12,6.02,34.28,37.21,1.71
3,514.03,0,9.43,58.65,7.21,22.59,25.59,3.04
4,587.46,0,7.88,58.65,5.48,40.86,47.59,6.52
5,687.6,0,13.54,34.69,7.75,59.3,87.95,11.27
4,403.88,0,8.4,57.94,15.26,40.59,62.16,8.87
4,527.38,0,10.54,48.64,7.39,42.23,66.57,10.77
4,330.45,0,5.57,75.82,4.89,29.71,62.02,7.35
3,317.1,0,6.68,72.96,7.39,19.86,43.27,8.61
3,473.98,0,11.65,53.64,14.31,24.68,34.24,11.15
4,494,0,9.6,67.95,8.46,26.52,34.67,11.27
4,410.56,0,6.86,72.96,6.8,26.03,33.4,10.01
5,894.55,0.02,21.59,17.17,10.73,60.6,82.52,19.51
5,1762.39,1.54,35.64,1.52,13.83,98.2,122.17,21.28
5,781.06,0,14.05,69.38,15.74,58.62,66.42,7.16
4,400.54,0,6.34,89.41,9.42,48.35,51.78,3.04
2,327.11,0,7.2,55.79,6.56,18.94,24.45,3.04
1,267.03,0,4.54,37.55,3.7,5.88,8.49,2.6
4,440.6,0,4.67,94.41,5.48,48.22,50.72,2.44
3,520.71,0,10.97,55.08,7.99,21.73,26.88,7.28
2,300.41,0,7.03,72.96,10.49,17.87,24.03,7.03
1,350.48,0,9.6,27.9,6.5,8.31,9.81,2.09
1,253.68,0,4.54,37.19,3.01,2.39,3.3,2.85
1,260.35,0,5.06,32.19,3.04,3.51,5.63,4.69
1,320.44,0,8.91,22.35,6.44,7.37,9.08,2.47
1,300.41,0.01,7.8,19.85,5.19,5.27,6.83,3.48
1,323.77,0.02,10.37,15.2,5.25,6.3,9.5,5.83
1,260.35,0,4.37,32.54,1.76,2.35,3.44,3.26
2,273.71,0,11.65,29.68,12.88,11.08,13.68,3.93
2,360.49,0.04,14.4,13.05,7.33,11.43,14.49,4.56
1,267.03,0,5.57,42.56,3.46,3.04,5.26,5.7
1,250.34,0,4.03,33.62,1.67,2.12,3.43,4.56
2,280.38,0,6.34,60.8,8.82,11.66,14.98,7.66
2,527.38,0.16,15.59,9.84,9.66,16.58,26.47,14.95
4,834.47,0.09,23.99,9.3,15.74,35.39,49.37,18.24
3,494,0,11.65,40.77,9.42,20.94,24.62,3.96
1,290.39,0,6,43.63,5.9,7.57,9.99,5
1,290.39,0,6.17,33.62,5.42,4.93,6.61,4.88
1,397.21,0.01,10.37,18.77,5.31,8.94,10.92,2.38
2,407.22,0,9.25,24.68,4.29,11.18,12.47,1.98
4,407.22,0,8.23,90.12,9.06,43.08,48.3,3.77
4,310.42,0,6.26,70.1,6.44,32.48,46.39,2.06
5,687.6,0,12.17,67.23,10.01,83.27,97.67,5
5,500.68,0,6.68,104.43,8.7,71.69,73.74,1.05
4,627.52,0,16.28,31.47,11.68,33.15,40.54,7.03
4,640.87,0,15.08,23.96,8.23,31.93,39.58,6.08
3,520.71,0,13.37,26.11,6.86,21.3,28.81,11.27
4,574.11,0,14.05,31.11,12.88,30.64,38.24,5.64
4,567.44,0,13.2,40.41,8.35,37.41,45.04,4.56
4,660.9,0,14.05,36.12,10.85,35.41,40.69,3.33
3,453.95,0,9.77,36.48,9.78,24.71,28.45,3.39
4,707.63,0,13.71,51.5,9.42,49.66,53.83,2.79
2,410.56,0,8.31,30.76,4.83,11.5,13.02,1.79
2,380.52,0,8.65,30.04,4.95,14.1,15.54,1.98
1,410.56,0,9.17,23.6,5.01,9.71,11.91,2.03
1,340.46,0.02,8.57,16.09,3.55,5.43,6.92,2.01
2,353.81,0,9,24.68,5.13,10.57,11.76,1.69
4,367.17,0,6,77.25,6.14,29.73,35.67,2.44
3,393.87,0,9.51,48.64,8.58,22.92,25.86,2.63
4,460.63,0,8.57,53.64,7.27,37,39.86,2.47
4,554.09,0,11.48,24.68,6.2,32.54,36.62,3.67
1,280.38,0,4.8,52.93,4.71,6.65,8.19,3.48
1,283.72,0,6.17,37.19,3.58,3.93,4.78,1.36
1,293.73,0,6.68,36.48,4.23,7.78,8.4,1.03
1,250.34,0,5.91,30.04,2.44,4.03,4.38,0.81
1,303.75,0,6.77,26.46,2.74,6.91,9.28,4.24
1,330.45,0.01,9.94,17.7,5.31,7.47,10.51,5.64
1,290.39,0,6.43,33.26,3.07,5.05,7.57,5.89
1,297.07,0,7.8,23.25,4.23,4.71,7.64,6.59
1,337.12,0,8.48,26.11,4.11,5.99,9.92,7.73
1,313.76,0.01,10.97,20.21,7.03,5.36,8.48,7.09
1,270.37,0,4.97,41.49,2.62,4.58,6.46,4.94
1,290.39,0,6.08,35.41,3.28,4.24,6.93,6.46
1,253.68,0,8.14,26.46,6.5,8.95,12.2,5.45
1,293.73,0,6.43,27.54,3.19,5.26,8.28,7.73
2,310.42,0,9.08,40.77,9.54,11,15.02,7.22
1,310.42,0,7.8,33.98,3.43,4.34,7.67,8.04
1,273.71,0,6,38.62,5.96,4.19,6.2,5.32
1,333.79,0,8.91,25.39,3.99,4.9,8.86,8.74
2,473.98,0,13.2,30.76,8.35,16.54,23.02,11.02
3,520.71,0,11.65,36.48,6.8,24.58,32.86,8.74
4,407.22,0,9.08,56.51,7.51,29.19,33.89,3.48
5,781.06,0,16.97,28.97,9.06,54.3,64.12,4.24
4,527.38,0,11.65,41.13,11.21,26.3,30.62,4.31
4,500.68,0,9,52.21,6.32,35.02,40.48,3.96
4,520.71,0.01,12,22.17,7.09,30.67,37.11,4.12
2,440.6,0.02,13.88,16.63,10.13,16.65,21.35,3.29
4,921.25,4.86,14.22,0.24,5.31,48.36,62.08,7.41
1,327.11,0,7.03,32.9,4.35,8.99,10.45,2.25
2,343.8,0,6.94,34.69,3.1,14.61,15.54,1.43
3,373.84,0.03,17.31,13.59,9.18,23.87,27.79,3.36
2,427.25,0,11.14,24.68,7.15,14.19,17.73,3.39
1,340.46,0.01,9.94,18.42,3.7,6.09,10.44,8.99
5,988.01,0.91,20.74,2.21,7.99,51.84,67.51,5.26
4,580.79,0,10.71,35.41,6.44,48.24,54.11,3.29
4,293.73,0,5.01,61.51,4.71,27.4,31.7,1.68
5,460.63,0,8.4,80.11,9.89,90.75,100.71,0.9
5,694.28,0,14.4,30.4,7.57,60.81,68.25,4.81
5,1028.06,1.31,17.99,2.73,6.62,59.91,75.99,6.59
3,607.49,0.24,14.05,7.6,5.9,23.93,29.76,4.94
4,607.49,1.69,14.57,1.43,5.01,27.89,38.25,3.64
2,413.9,0,8.48,23.6,4.05,17.41,19.55,2.76
2,373.84,0,8.57,24.32,3.22,12.73,14.47,2.25
4,767.71,0.76,17.14,2.33,8.11,38.51,46.14,4.37
5,620.84,0,11.31,30.4,9.54,68.95,77.46,3.52
5,1014.71,10.28,16.97,0,13.23,87.3,100.15,7.73
5,821.11,0.01,16.97,18.6,11.8,64.66,73.09,4.56
5,667.57,0,18.68,41.49,18.36,57.74,60.89,3.61
4,473.98,0,8.48,26.46,4.11,25.65,29.24,3.07
2,423.91,0,8.4,33.62,5.36,19.34,20.78,1.79
1,330.45,0.01,8.23,17.7,3.07,9.83,11.11,1.68
2,453.95,0.01,13.54,21.99,8.82,16.1,22.68,5.32
4,487.33,0,10.63,47.92,7.03,34.24,43.72,3.48
2,357.15,0,9.77,25.03,4.29,10.51,14.79,5.38
1,357.15,0.03,10.45,15.56,3.87,6.89,11.78,8.11
2,420.57,0.03,12.17,13.05,4.35,17.54,23.8,4.43
1,273.71,0.01,6.6,20.03,2.59,3.1,5.5,5.51
1,313.76,0.01,8.48,20.56,3.82,3.99,6.56,4.62
1,473.98,0.02,12.85,15.38,6.38,9.61,14.47,6.4
2,480.65,0,12.51,24.32,7.51,19.49,27.15,4.43
4,781.06,1.06,19.88,3.17,5.9,34.58,49.85,12.29
5,934.6,0.03,24.33,15.74,8.94,60.29,76.32,8.04
5,1922.61,6.48,30.16,0.24,13.35,153.77,173.57,12.67
5,687.6,0,12.17,41.13,7.63,109.74,118.11,3.33
5,854.49,0.02,20.22,16.45,8.82,54.5,69.53,8.36
3,487.33,0.01,11.48,19.67,5.54,20.39,26.28,3.71
3,614.17,0.37,15.94,5.1,5.96,23.68,31.26,4.02
4,634.19,0.02,16.97,16.45,9.06,33.99,37.55,2.57
